# obtained from R object "mapping.unique", downloaded on 1 July 2016 from 
# http://halfonlab.ccr.buffalo.edu/spike/mapping.unique
"probe.set.id","fold.change"
"141330_at",1
"141331_at",1
"141332_at",2
"141333_at",1
"141334_at",1
"141335_at",1
"141336_at",1
"141337_at",1
"141338_at",4
"141339_at",-1
"141340_at",1.7
"141341_at",1
"141342_at",2
"141343_at",1
"141344_at",1
"141345_at",2
"141346_at",1
"141347_at",1
"141348_at",1.7
"141349_at",1
"141350_at",1
"141351_at",-1
"141352_at",1
"141353_at",1
"141354_at",1.7
"141355_at",1
"141356_at",1
"141357_at",1
"141358_at",1
"141359_at",1
"141360_at",1
"141361_at",1
"141362_at",1
"141363_at",1
"141364_at",1
"141365_at",1
"141366_at",1
"141367_at",2.5
"141368_at",1
"141369_at",1
"141370_at",1
"141371_at",1
"141372_at",1.0962962962963
"141373_at",-1
"141374_at",1
"141375_at",1
"141376_at",1
"141377_at",1
"141378_at",-1
"141379_at",1
"141380_at",1
"141381_at",1
"141382_at",1
"141383_at",1
"141384_at",1
"141385_at",1
"141386_at",1
"141387_at",1
"141388_at",1
"141389_at",1
"141390_at",1
"141391_at",1
"141392_at",1
"141393_at",1
"141394_at",1
"141395_at",1
"141396_at",1
"141397_at",1
"141398_at",1
"141399_at",1
"141400_at",1
"141401_at",1
"141402_at",1
"141403_at",1
"141404_at",1
"141405_at",-1
"141406_at",1
"141407_at",1.7
"141408_at",2
"141409_at",1
"141410_at",2
"141411_at",2
"141412_at",1
"141413_at",1
"141414_at",2
"141415_at",1
"141416_at",1
"141417_at",1
"141418_at",1
"141419_at",1
"141420_at",1
"141421_at",-1
"141422_at",1
"141423_at",1
"141424_at",1
"141425_at",1
"141426_at",1
"141427_at",-1
"141428_at",1
"141429_at",-1
"141430_at",1
"141431_at",-1
"141432_at",1
"141433_at",1
"141434_at",1
"141435_at",1
"141436_at",1
"141437_at",1
"141438_at",-1
"141439_at",1
"141440_at",2
"141441_at",1
"141442_at",1
"141443_at",-1
"141444_at",1
"141445_at",1.7
"141446_at",1.7
"141447_at",1.7
"141448_at",1.7
"141449_at",1.7
"141450_at",1
"141451_at",1
"141452_at",1
"141453_at",1
"141454_at",1
"141455_at",2
"141456_at",1
"141457_at",1
"141458_at",1
"141459_at",1
"141460_at",1
"141461_at",1
"141462_at",1
"141463_at",-1
"141464_at",1
"141465_at",-1
"141466_at",-1
"141467_at",1
"141468_at",1
"141469_at",1
"141470_at",1
"141471_at",-1
"141472_at",1
"141473_at",1
"141474_at",1
"141475_at",1.63333333333333
"141476_at",1
"141477_at",1
"141478_at",-1
"141479_at",1
"141480_at",1
"141481_at",1
"141482_at",1
"141483_at",1
"141484_at",1
"141485_at",1
"141486_at",1
"141487_at",1
"141488_at",1
"141489_at",1
"141490_at",1
"141491_at",1
"141492_at",1
"141493_at",1
"141494_at",1
"141495_at",1
"141496_at",1
"141497_at",1
"141498_at",1
"141499_at",1
"141500_at",1
"141501_at",1
"141502_at",-1
"141503_at",1
"141504_at",1
"141505_at",1
"141506_at",1
"141507_at",1
"141508_at",1
"141509_at",-1
"141510_at",1
"141511_at",1
"141512_at",2
"141513_at",-1
"141514_at",1
"141515_at",1
"141516_at",1
"141517_at",1
"141518_at",1
"141519_at",1
"141520_at",1.7
"141521_at",1
"141522_at",-1
"141523_at",2
"141524_at",1
"141525_at",1
"141526_at",1
"141527_at",1
"141528_at",-1
"141529_at",1
"141530_at",-1
"141531_at",1
"141532_at",1
"141533_at",1
"141534_at",1
"141535_at",1
"141536_at",1
"141537_at",1.7
"141538_at",1
"141539_at",1
"141540_at",1.7
"141541_at",1
"141542_at",1
"141543_at",-1
"141544_at",1
"141545_at",1
"141546_at",1
"141547_at",1
"141548_at",1
"141549_at",1
"141550_at",-1
"141551_at",-1
"141552_at",1
"141553_at",1
"141554_at",1
"141555_at",1
"141556_at",1
"141557_at",1
"141558_at",2
"141559_at",1
"141560_at",2
"141561_at",2
"141562_at",1
"141563_at",1
"141564_at",1
"141565_at",-1
"141566_at",-1
"141567_at",-1
"141568_at",-1
"141569_at",1
"141570_at",1
"141571_at",1
"141572_at",1
"141573_at",1
"141574_at",1
"141575_at",1
"141576_at",1
"141577_at",1.7
"141578_at",-1
"141579_at",1
"141580_at",1
"141581_at",1
"141582_at",1
"141583_at",1.7
"141584_at",1
"141585_at",1
"141586_at",1.7
"141587_at",1
"141588_at",1
"141589_at",1
"141590_at",2
"141591_at",-1
"141592_at",-1
"141593_at",1
"141594_at",-1
"141595_at",1
"141596_at",1
"141597_at",1
"141598_at",2
"141599_at",1
"141600_at",-1
"141601_at",1
"141602_at",1.7
"141603_at",1
"141604_at",1
"141605_at",1
"141606_at",2
"141607_at",1
"141608_at",1.7
"141609_at",1
"141610_at",1
"141611_at",1
"141612_at",1
"141613_at",1
"141614_at",-1
"141615_at",1
"141616_at",1
"141617_at",1
"141618_at",1
"141619_at",1
"141620_at",1
"141621_at",1
"141622_at",1
"141623_at",1
"141624_at",1
"141625_at",1
"141626_at",1.7
"141627_at",1
"141628_at",-1
"141629_at",1
"141630_at",1
"141631_at",1
"141632_at",1
"141633_at",2
"141634_at",-1
"141635_at",-1
"141636_at",1
"141637_at",1
"141638_at",1
"141639_at",-1
"141640_at",1
"141641_at",1
"141642_at",1
"141643_at",1
"141644_at",-1
"141645_at",1
"141646_at",1
"141647_at",1
"141648_at",1
"141649_at",1
"141650_at",1
"141651_at",1
"141652_at",1
"141653_at",1
"141654_at",1
"141655_at",1
"141656_at",1.7
"141657_at",1.7
"141658_at",1
"141659_at",1
"141660_at",1
"141661_at",-1
"141662_at",1
"141663_at",1
"141664_at",2
"141665_at",1
"141666_at",1
"141667_at",1
"141668_at",1
"141669_at",2
"141670_at",1
"141671_s_at",1
"141672_r_at",1
"141673_at",1
"141674_at",1
"141675_at",1
"141676_at",-1
"141677_at",-1
"141678_at",1.7
"141679_at",2
"141680_at",1
"141681_at",-1
"141682_at",1
"141683_at",-1
"141684_at",1
"141685_at",1
"141686_at",1
"141687_at",-1
"141688_at",1
"141689_at",1
"141690_at",1
"141691_at",1
"141692_at",1
"141693_at",1
"141694_at",-1
"141695_at",1
"141696_at",1
"141697_at",1
"141698_at",2
"141699_at",-1
"141700_at",1
"141701_at",1
"141702_at",1
"141703_at",1
"141704_at",-1
"141705_at",1
"141706_at",1
"141707_at",1
"141708_at",1
"141709_i_at",1
"141710_r_at",1
"141711_at",1
"141712_at",2
"141713_at",1
"141714_at",1
"141715_at",1
"141716_at",1
"141717_at",2
"141718_at",1
"141719_at",1
"141720_at",1
"141721_at",1
"141722_at",-1
"141723_at",1
"141724_at",1.7
"141725_at",1
"141726_at",1
"141727_at",1.23333333333333
"141728_at",1
"141729_at",1
"141730_at",1
"141731_at",1.7
"141732_at",1.7
"141733_at",1
"141734_at",1
"141735_at",1
"141736_at",1.7
"141737_at",-1
"141738_at",1
"141739_at",1
"141740_at",1
"141741_at",1
"141742_at",-1
"141743_at",2
"141744_at",1
"141745_at",1
"141746_at",-1
"141747_at",-1
"141748_at",1
"141749_at",1
"141750_at",1
"141751_at",-1
"141752_at",-1
"141753_at",1
"141754_at",1
"141755_at",1
"141756_at",1
"141757_at",1
"141758_at",1
"141759_at",1
"141760_at",1.7
"141761_at",1
"141762_at",1
"141763_at",1
"141764_at",1.7
"141765_at",1
"141766_at",-1
"141767_at",1
"141768_at",1
"141769_at",1
"141770_at",1
"141771_at",1
"141772_at",1
"141773_at",1
"141774_at",1
"141775_at",1.7
"141776_at",1
"141777_at",-1
"141778_at",1
"141779_at",1
"141780_at",1
"141781_at",1
"141782_at",1
"141783_at",1
"141784_at",1
"141785_at",1
"141786_at",1
"141787_at",-1
"141788_at",1
"141789_at",1
"141790_at",1
"141791_at",1
"141792_at",1
"141793_at",1
"141794_at",1
"141795_at",1.7
"141796_at",1
"141797_at",1
"141798_at",1
"141799_at",1
"141800_at",1
"141801_at",1.7
"141802_at",1.7
"141803_at",1
"141804_at",-1
"141805_at",3
"141806_at",3
"141807_at",1
"141808_at",1
"141809_at",1.7
"141810_at",-1
"141811_at",1
"141812_at",3
"141813_at",1.7
"141814_at",3
"141815_at",1.7
"141816_at",3
"141817_at",1.7
"141818_at",1
"141819_at",-1
"141820_at",-1
"141821_at",-1
"141822_at",-1
"141823_at",-1
"141824_at",-1
"141825_at",-1
"141826_at",-1
"141827_at",-1
"141828_at",-1
"141829_at",-1
"141830_at",-1
"141831_at",-1
"141832_at",-1
"141833_at",-1
"141834_at",-1
"141835_s_at",2.5
"141836_at",-1
"141837_at",-1
"141838_at",-1
"141839_at",-1
"141840_at",-1
"141841_at",-1
"141842_at",-1
"141843_at",-1
"141844_at",-1
"141845_at",-1
"141846_at",-1
"141847_at",-1
"141848_at",-1
"141849_at",-1
"141850_at",-1
"141851_at",-1
"141852_at",-1
"141853_at",-1
"141854_at",-1
"141855_at",-1
"141856_at",-1
"141857_at",-1
"141858_at",-1
"141859_at",-1
"141860_at",-1
"141861_at",-1
"141862_at",-1
"141863_at",-1
"141864_i_at",-1
"141865_r_at",-1
"141866_at",-1
"141867_at",-1
"141868_at",-1
"141869_at",-1
"141870_at",-1
"141871_at",-1
"141872_at",-1
"141873_at",-1
"141874_at",-1
"141875_at",-1
"141876_at",-1
"141877_at",-1
"141878_at",-1
"141879_at",-1
"141880_at",-1
"141881_at",-1
"141882_at",-1
"141883_at",-1
"141884_at",-1
"141885_at",-1
"141886_at",-1
"141887_at",-1
"141888_at",-1
"141889_at",-1
"141890_at",-1
"141891_at",-1
"141892_at",-1
"141893_at",-1
"141894_at",-1
"141895_at",-1
"141896_at",-1
"141897_at",-1
"141898_at",-1
"141899_at",-1
"141900_at",-1
"141901_at",-1
"141902_at",-1
"141903_at",-1
"141904_at",-1
"141905_at",-1
"141906_at",-1
"141907_at",-1
"141908_at",-1
"141909_at",-1
"141910_at",-1
"141911_at",-1
"141912_at",-1
"141913_at",-1
"141914_at",-1
"141915_at",-1
"141916_at",-1
"141917_at",-1
"141918_at",-1
"141919_at",-1
"141920_at",-1
"141921_at",-1
"141922_at",-1
"141923_at",-1
"141924_at",-1
"141925_i_at",-1
"141926_at",-1
"141927_at",-1
"141928_at",-1
"141929_at",-1
"141930_at",-1
"141931_at",-1
"141932_at",-1
"141933_at",-1
"141934_at",-1
"141935_at",-1
"141936_at",-1
"141937_at",-1
"141938_at",-1
"141939_at",-1
"141940_at",-1
"141941_at",-1
"141942_at",-1
"141943_at",-1
"141944_at",-1
"141945_at",-1
"141946_at",-1
"141947_at",-1
"141948_at",-1
"141949_at",-1
"141950_at",-1
"141951_at",-1
"141952_at",-1
"141953_at",-1
"141954_at",-1
"141955_at",-1
"141956_at",-1
"141957_at",-1
"141958_at",-1
"141959_at",-1
"141960_at",-1
"141961_at",-1
"141962_at",-1
"141963_at",-1
"141964_at",-1
"141965_at",-1
"141966_at",-1
"141967_at",-1
"141968_at",-1
"141969_at",-1
"141970_at",-1
"141971_at",-1
"141972_at",-1
"141973_at",-1
"141974_at",-1
"141975_at",-1
"141976_at",-1
"141977_at",-1
"141978_i_at",-1
"141979_r_at",-1
"141980_at",-1
"141981_at",-1
"141982_at",-1
"141983_at",-1
"141984_at",-1
"141985_at",-1
"141986_at",-1
"141987_at",-1
"141988_at",-1
"141989_at",-1
"141990_at",-1
"141991_at",-1
"141992_at",-1
"141993_at",-1
"141994_at",-1
"141995_at",-1
"141996_at",-1
"141997_at",-1
"141998_at",-1
"141999_at",-1
"142000_at",-1
"142001_r_at",-1
"142002_at",-1
"142003_at",-1
"142004_at",-1
"142005_at",-1
"142006_at",-1
"142007_at",-1
"142008_at",-1
"142009_at",-1
"142010_at",-1
"142011_at",-1
"142012_at",-1
"142013_at",-1
"142014_at",-1
"142015_at",-1
"142016_at",-1
"142017_at",-1
"142018_at",-1
"142019_at",-1
"142020_at",-1
"142021_at",-1
"142022_at",-1
"142023_at",-1
"142024_at",-1
"142025_at",-1
"142026_at",-1
"142027_at",-1
"142028_at",-1
"142029_at",-1
"142030_at",-1
"142031_at",-1
"142032_at",-1
"142033_at",-1
"142034_at",-1
"142035_at",-1
"142036_at",-1
"142037_at",-1
"142038_at",-1
"142039_s_at",1
"142040_at",-1
"142041_at",-1
"142042_at",-1
"142043_at",-1
"142044_at",-1
"142045_at",-1
"142046_at",-1
"142047_at",-1
"142048_at",-1
"142049_at",-1
"142050_at",-1
"142051_at",-1
"142052_at",-1
"142053_at",-1
"142054_at",-1
"142055_at",-1
"142056_at",-1
"142057_at",-1
"142058_at",-1
"142059_at",-1
"142060_at",-1
"142061_at",-1
"142062_at",-1
"142063_at",-1
"142064_at",-1
"142065_at",-1
"142066_at",-1
"142067_at",-1
"142068_at",-1
"142069_at",-1
"142070_at",-1
"142071_at",-1
"142072_at",-1
"142073_at",-1
"142074_at",-1
"142075_at",-1
"142076_at",-1
"142077_at",-1
"142078_at",-1
"142079_at",-1
"142080_at",-1
"142081_at",-1
"142082_at",-1
"142083_at",-1
"142084_at",-1
"142085_at",-1
"142086_at",-1
"142087_at",-1
"142088_at",-1
"142089_at",-1
"142090_at",1
"142091_at",-1
"142092_at",-1
"142093_at",-1
"142094_at",-1
"142095_at",-1
"142096_at",-1
"142097_at",-1
"142098_at",-1
"142099_at",-1
"142100_at",-1
"142101_at",-1
"142102_at",-1
"142103_at",-1
"142104_at",-1
"142105_at",-1
"142106_at",-1
"142107_at",-1
"142108_at",-1
"142109_at",-1
"142110_at",-1
"142111_at",-1
"142112_at",-1
"142113_at",-1
"142114_at",-1
"142115_at",-1
"142116_at",-1
"142117_at",-1
"142118_at",-1
"142119_at",-1
"142120_at",-1
"142121_at",-1
"142122_at",1
"142123_at",1
"142124_at",-1
"142125_at",-1
"142126_at",-1
"142127_at",-1
"142128_at",1
"142129_at",1
"142130_at",-1
"142131_at",-1
"142132_at",1
"142133_at",1
"142134_at",-1
"142135_at",-1
"142136_at",-1
"142137_at",-1
"142138_at",-1
"142139_at",1
"142140_at",-1
"142141_at",-1
"142142_at",3
"142143_at",1
"142144_at",-1
"142145_at",-1
"142146_at",-1
"142147_at",1
"142148_at",-1
"142149_at",-1
"142150_at",-1
"142151_at",-1
"142152_at",-1
"142153_at",-1
"142154_at",-1
"142155_at",-1
"142156_at",1
"142157_at",-1
"142158_at",1
"142159_at",-1
"142160_at",-1
"142161_s_at",-1
"142162_at",1
"142163_s_at",1
"142164_at",-1
"142165_at",3
"142166_at",-1
"142167_at",1
"142168_at",-1
"142169_at",1
"142170_at",-1
"142171_at",1
"142172_at",1
"142173_s_at",1
"142174_at",1
"142175_at",-1
"142176_at",1
"142177_at",-1
"142178_at",1
"142179_s_at",-1
"142180_at",-1
"142181_at",-1
"142182_s_at",1
"142183_at",-1
"142184_at",-1
"142185_at",1
"142186_at",-1
"142187_at",1
"142188_at",-1
"142189_at",1
"142190_at",-1
"142191_at",-1
"142192_at",1
"142193_at",-1
"142194_at",-1
"142195_at",-1
"142196_at",1
"142197_at",-1
"142198_at",1
"142199_at",-1
"142200_at",1
"142201_at",-1
"142202_at",1
"142203_at",1
"142204_at",-1
"142205_at",-1
"142206_s_at",1
"142207_at",-1
"142208_at",1
"142209_at",-1
"142210_at",-1
"142211_at",-1
"142212_at",1
"142213_at",-1
"142214_at",-1
"142215_at",1.5
"142216_at",1
"142217_at",-1
"142218_at",1
"142219_at",-1
"142220_at",3
"142221_at",-1
"142222_at",1
"142223_at",-1
"142224_at",-1
"142225_at",-1
"142226_at",1
"142227_at",-1
"142228_at",-1
"142229_at",-1
"142230_at",-1
"142231_at",-1
"142232_at",1
"142233_at",-1
"142234_at",1
"142235_at",-1
"142236_at",-1
"142237_at",1
"142238_at",1
"142239_at",1
"142240_at",-1
"142241_at",1
"142242_at",-1
"142243_at",-1
"142244_at",1
"142245_at",-1
"142246_at",-1
"142247_r_at",-1
"142248_at",1
"142249_at",-1
"142250_at",-1
"142251_at",1
"142252_at",-1
"142253_at",-1
"142254_at",1
"142255_at",3
"142256_at",3
"142257_at",1
"142258_at",-1
"142259_at",-1
"142260_at",1.5
"142261_at",-1
"142262_at",1
"142263_at",-1
"142264_at",-1
"142265_at",-1
"142266_at",-1
"142267_at",-1
"142268_at",-1
"142269_at",1
"142270_at",-1
"142271_at",1
"142272_at",-1
"142273_at",-1
"142274_at",-1
"142275_at",-1
"142276_at",-1
"142277_at",1.5
"142278_at",-1
"142279_at",-1
"142280_at",3
"142281_at",1
"142282_at",-1
"142283_at",-1
"142284_at",1
"142285_at",-1
"142286_at",1
"142287_at",1
"142288_at",-1
"142289_i_at",1.5
"142290_r_at",1.5
"142291_at",1
"142292_at",-1
"142293_at",3
"142294_at",-1
"142295_at",-1
"142296_at",1
"142297_at",-1
"142298_at",1
"142299_at",-1
"142300_at",-1
"142301_s_at",-1
"142302_at",1
"142303_at",1
"142304_at",-1
"142305_at",1
"142306_at",-1
"142307_at",1
"142308_at",-1
"142309_at",1.7
"142310_at",1
"142311_at",-1
"142312_at",-1
"142313_at",-1
"142314_at",1
"142315_at",-1
"142316_at",1.7
"142317_at",-1
"142318_at",1
"142319_at",-1
"142320_at",-1
"142321_at",1
"142322_at",-1
"142323_at",1
"142324_at",-1
"142325_at",1
"142326_at",-1
"142327_at",1
"142328_at",1
"142329_at",-1
"142330_at",-1
"142331_i_at",-1
"142332_f_at",4
"142333_at",1
"142334_at",-1
"142335_at",-1
"142336_at",3.5
"142337_at",1
"142338_at",-1
"142339_at",1
"142340_at",3.5
"142341_at",-1
"142342_at",-1
"142343_at",1
"142344_at",1
"142345_at",-1
"142346_at",-1
"142347_at",-1
"142348_at",-1
"142349_at",-1
"142350_at",3.5
"142351_at",-1
"142352_at",-1
"142353_at",-1
"142354_at",1.7
"142355_at",-1
"142356_at",-1
"142357_at",-1
"142358_at",-1
"142359_at",-1
"142360_at",-1
"142361_at",-1
"142362_at",-1
"142363_at",-1
"142364_at",1
"142365_at",-1
"142366_at",-1
"142367_at",3.5
"142368_at",-1
"142369_at",1
"142370_at",-1
"142371_at",-1
"142372_at",2
"142373_at",-1
"142374_at",-1
"142375_at",1
"142376_at",-1
"142377_at",-1
"142378_at",2
"142379_s_at",1.2
"142380_at",3.5
"142381_at",-1
"142382_at",1
"142383_at",2
"142384_at",-1
"142385_at",-1
"142386_at",2
"142387_at",-1
"142388_at",-1
"142389_at",-1
"142390_at",-1
"142391_at",1
"142392_at",-1
"142393_at",-1
"142394_at",1
"142395_at",-1
"142396_at",2.3
"142397_at",-1
"142398_at",-1
"142399_at",3.5
"142400_at",-1
"142401_at",-1
"142402_at",-1
"142403_at",3.5
"142404_s_at",3.5
"142405_at",-1
"142406_at",1
"142407_at",-1
"142408_at",1
"142409_at",-1
"142410_at",-1
"142411_at",-1
"142412_at",-1
"142413_at",-1
"142414_at",1
"142415_at",3.5
"142416_at",-1
"142417_at",-1
"142418_at",-1
"142419_at",-1
"142420_at",1
"142421_at",-1
"142422_at",1
"142423_at",3.5
"142424_at",-1
"142425_at",1.2
"142426_at",-1
"142427_at",-1
"142428_at",1
"142429_at",-1
"142430_at",1.5
"142431_at",-1
"142432_at",-1
"142433_at",-1
"142434_at",1.2
"142435_at",1
"142436_at",-1
"142437_at",-1
"142438_at",-1
"142439_at",-1
"142440_at",-1
"142441_at",-1
"142442_at",-1
"142443_at",-1
"142444_at",-1
"142445_at",-1
"142446_at",-1
"142447_at",-1
"142448_at",-1
"142449_at",-1
"142450_at",-1
"142451_at",-1
"142452_at",-1
"142453_at",-1
"142454_at",-1
"142455_at",2
"142456_at",2
"142457_at",-1
"142458_at",-1
"142459_at",-1
"142460_at",-1
"142461_at",-1
"142462_at",-1
"142463_at",-1
"142464_at",-1
"142465_at",-1
"142466_at",-1
"142467_at",-1
"142468_at",-1
"142469_at",-1
"142470_s_at",-1
"142471_r_at",-1
"142472_at",-1
"142473_at",-1
"142474_at",-1
"142475_at",-1
"142476_at",-1
"142477_at",-1
"142478_at",-1
"142479_at",-1
"142480_at",-1
"142481_at",1
"142482_at",-1
"142483_at",-1
"142484_at",-1
"142485_at",-1
"142486_at",-1
"142487_s_at",-1
"142488_s_at",-1
"142489_at",-1
"142490_at",1
"142491_at",-1
"142492_at",-1
"142493_at",1
"142494_at",3.5
"142495_at",-1
"142496_at",-1
"142497_at",-1
"142498_at",-1
"142499_at",-1
"142500_at",-1
"142501_at",-1
"142502_at",-1
"142503_at",1
"142504_s_at",-1
"142505_at",1
"142506_at",-1
"142507_s_at",4
"142508_at",4
"142509_at",-1
"142510_at",-1
"142511_at",-1
"142512_at",1
"142513_at",-1
"142514_at",-1
"142515_at",-1
"142516_at",1
"142517_at",-1
"142518_at",-1
"142519_at",1
"142520_at",-1
"142521_at",-1
"142522_at",-1
"142523_at",-1
"142524_at",-1
"142525_at",-1
"142526_at",1.5
"142527_at",-1
"142528_at",-1
"142529_s_at",-1
"142530_at",-1
"142531_at",-1
"142532_at",-1
"142533_at",-1
"142534_at",1.5
"142535_at",-1
"142536_at",-1
"142537_at",-1
"142538_at",-1
"142539_at",-1
"142540_at",-1
"142541_at",-1
"142542_at",-1
"142543_at",-1
"142544_at",-1
"142545_at",-1
"142546_at",-1
"142547_at",-1
"142548_at",-1
"142549_at",-1
"142550_at",-1
"142551_at",-1
"142552_at",-1
"142553_at",-1
"142554_at",-1
"142555_at",2.5
"142556_at",-1
"142557_at",-1
"142558_s_at",-1
"142559_at",-1
"142560_at",-1
"142561_at",-1
"142562_at",-1
"142563_at",-1
"142564_at",-1
"142565_at",-1
"142566_at",-1
"142567_at",-1
"142568_at",-1
"142569_at",-1
"142570_at",-1
"142571_at",1
"142572_at",-1
"142573_at",-1
"142574_at",4
"142575_at",-1
"142576_at",-1
"142577_at",-1
"142578_at",-1
"142579_at",-1
"142580_at",-1
"142581_at",-1
"142582_at",-1
"142583_at",-1
"142584_at",-1
"142585_at",1
"142586_at",-1
"142587_at",-1
"142588_at",-1
"142589_at",-1
"142590_at",-1
"142591_at",-1
"142592_at",-1
"142593_at",-1
"142594_at",-1
"142595_at",-1
"142596_at",1
"142597_at",-1
"142598_at",-1
"142599_at",-1
"142600_at",-1
"142601_at",-1
"142602_at",-1
"142603_at",-1
"142604_at",-1
"142605_at",-1
"142606_at",-1
"142607_at",-1
"142608_at",-1
"142609_at",-1
"142610_at",-1
"142611_at",-1
"142612_at",-1
"142613_at",-1
"142614_at",-1
"142615_at",-1
"142616_at",-1
"142617_at",-1
"142618_at",-1
"142619_at",-1
"142620_at",-1
"142621_at",-1
"142622_at",-1
"142623_at",-1
"142624_at",-1
"142625_s_at",-1
"142626_at",-1
"142627_at",-1
"142628_at",-1
"142629_at",-1
"142630_at",-1
"142631_at",-1
"142632_at",-1
"142633_at",-1
"142634_at",-1
"142635_at",-1
"142636_at",-1
"142637_at",-1
"142638_at",-1
"142639_at",3
"142640_at",-1
"142641_at",-1
"142642_at",1
"142643_at",-1
"142644_s_at",-1
"142645_r_at",-1
"142646_at",-1
"142647_at",-1
"142648_at",-1
"142649_at",-1
"142650_s_at",1
"142651_at",-1
"142652_at",-1
"142653_at",-1
"142654_at",-1
"142655_at",-1
"142656_at",-1
"142657_at",-1
"142658_at",-1
"142659_at",1
"142660_at",-1
"142661_at",1
"142662_at",-1
"142663_at",-1
"142664_at",-1
"142665_at",1.2
"142666_at",-1
"142667_at",4
"142668_at",-1
"142669_at",4
"142670_at",-1
"142671_at",-1
"142672_at",-1
"142673_at",-1
"142674_at",-1
"142675_at",1
"142676_at",-1
"142677_s_at",-1
"142678_at",-1
"142679_at",-1
"142680_at",-1
"142681_at",1.2
"142682_at",-1
"142683_s_at",-1
"142684_at",-1
"142685_at",-1
"142686_at",-1
"142687_at",1
"142688_at",-1
"142689_at",-1
"142690_at",-1
"142691_at",1
"142692_at",4
"142693_at",-1
"142694_at",-1
"142695_at",-1
"142696_at",1
"142697_at",-1
"142698_at",-1
"142699_at",-1
"142700_at",1
"142701_at",-1
"142702_at",1
"142703_at",-1
"142704_at",1
"142705_at",1
"142706_at",-1
"142707_at",-1
"142708_at",1
"142709_s_at",1
"142710_at",-1
"142711_at",1
"142712_at",-1
"142713_at",1
"142714_at",1
"142715_at",-1
"142716_at",1
"142717_at",-1
"142718_at",1
"142719_at",-1
"142720_at",1.2
"142721_at",-1
"142722_at",1
"142723_at",1
"142724_at",-1
"142725_at",-1
"142726_at",1.2
"142727_at",-1
"142728_at",1.2
"142729_at",-1
"142730_at",-1
"142731_at",-1
"142732_at",-1
"142733_at",1
"142734_at",1
"142735_at",-1
"142736_s_at",1
"142737_at",-1
"142738_at",1
"142739_at",1
"142740_at",-1
"142741_at",4
"142742_at",4
"142743_at",-1
"142744_at",4
"142745_at",-1
"142746_at",1
"142747_at",-1
"142748_at",-1
"142749_at",-1
"142750_at",-1
"142751_at",-1
"142752_at",1
"142753_at",-1
"142754_at",1
"142755_s_at",1
"142756_at",-1
"142757_at",1.2
"142758_at",-1
"142759_at",-1
"142760_at",1
"142761_at",-1
"142762_at",1
"142763_at",1
"142764_at",3.5
"142765_at",1
"142766_at",-1
"142767_at",-1
"142768_at",1
"142769_at",-1
"142770_at",-1
"142771_at",-1
"142772_at",-1
"142773_at",-1
"142774_at",-1
"142775_at",-1
"142776_at",-1
"142777_at",-1
"142778_at",-1
"142779_at",-1
"142780_at",1
"142781_at",1
"142782_s_at",1
"142783_at",-1
"142784_at",1
"142785_at",-1
"142786_at",1
"142787_at",-1
"142788_at",1
"142789_at",1
"142790_at",-1
